fecha,nombre_entidad,valor_unidad
2016-02-01,"""Proteccion""",37935.97
2016-02-01,"""Porvenir""",33969.31
2016-02-01,Skandia Afp - Accai S.A.,26019.89
2016-02-01,"""Colfondos S.A."" Y ""Colfondos""",33085.34
2016-02-02,"""Proteccion""",37646.87
2016-02-02,"""Porvenir""",33705.44
2016-02-02,Skandia Afp - Accai S.A.,25775.5
2016-02-02,"""Colfondos S.A."" Y ""Colfondos""",32804.45
2016-02-03,"""Proteccion""",37697.69
2016-02-03,"""Porvenir""",33707.07
2016-02-03,Skandia Afp - Accai S.A.,25762.96
2016-02-03,"""Colfondos S.A."" Y ""Colfondos""",32848.66
2016-02-04,"""Proteccion""",37419.33
2016-02-04,"""Porvenir""",33430.73
2016-02-04,Skandia Afp - Accai S.A.,25729.95
2016-02-04,"""Colfondos S.A."" Y ""Colfondos""",32639.84
2016-02-05,"""Proteccion""",37283.88
2016-02-05,"""Porvenir""",33291.93
2016-02-05,Skandia Afp - Accai S.A.,25667.77
2016-02-05,"""Colfondos S.A."" Y ""Colfondos""",32488.79
2016-02-06,"""Proteccion""",37285.61
2016-02-06,"""Porvenir""",33295.92
2016-02-06,Skandia Afp - Accai S.A.,25670.69
2016-02-06,"""Colfondos S.A."" Y ""Colfondos""",32492.31
2016-02-07,"""Proteccion""",37289.95
2016-02-07,"""Porvenir""",33300.01
2016-02-07,Skandia Afp - Accai S.A.,25673.61
2016-02-07,"""Colfondos S.A."" Y ""Colfondos""",32495.76
2016-02-08,"""Proteccion""",37095.43
2016-02-08,"""Porvenir""",33160.84
2016-02-08,Skandia Afp - Accai S.A.,25485.79
2016-02-08,"""Colfondos S.A."" Y ""Colfondos""",32314.91
2016-02-09,"""Proteccion""",36827.44
2016-02-09,"""Porvenir""",32911.43
2016-02-09,Skandia Afp - Accai S.A.,25360.92
2016-02-09,"""Colfondos S.A."" Y ""Colfondos""",32127.97
2016-02-10,"""Proteccion""",36784.08
2016-02-10,"""Porvenir""",32838.43
2016-02-10,Skandia Afp - Accai S.A.,25312.52
2016-02-10,"""Colfondos S.A."" Y ""Colfondos""",32046.79
2016-02-11,"""Proteccion""",36454.57
2016-02-11,"""Porvenir""",32536.46
2016-02-11,Skandia Afp - Accai S.A.,25133.74
2016-02-11,"""Colfondos S.A."" Y ""Colfondos""",31777.33
2016-02-12,"""Proteccion""",36681.28
2016-02-12,"""Porvenir""",32734.42
2016-02-12,Skandia Afp - Accai S.A.,25308.21
2016-02-12,"""Colfondos S.A."" Y ""Colfondos""",31937.65
2016-02-13,"""Proteccion""",36686.36
2016-02-13,"""Porvenir""",32738.39
2016-02-13,Skandia Afp - Accai S.A.,25311.17
2016-02-13,"""Colfondos S.A."" Y ""Colfondos""",31941.17
2016-02-14,"""Proteccion""",36690.37
2016-02-14,"""Porvenir""",32742.38
2016-02-14,Skandia Afp - Accai S.A.,25314.13
2016-02-14,"""Colfondos S.A."" Y ""Colfondos""",31944.69
2016-02-15,"""Proteccion""",36889.4
2016-02-15,"""Porvenir""",32918.27
2016-02-15,Skandia Afp - Accai S.A.,25344.14
2016-02-15,"""Colfondos S.A."" Y ""Colfondos""",32095.47
2016-02-16,"""Proteccion""",37068.64
2016-02-16,"""Porvenir""",33153.59
2016-02-16,Skandia Afp - Accai S.A.,25495.64
2016-02-16,"""Colfondos S.A."" Y ""Colfondos""",32284.24
2016-02-17,"""Proteccion""",37511.33
2016-02-17,"""Porvenir""",33544.94
2016-02-17,Skandia Afp - Accai S.A.,25851.1
2016-02-17,"""Colfondos S.A."" Y ""Colfondos""",32653.04
2016-02-18,"""Proteccion""",37518.14
2016-02-18,"""Porvenir""",33509.49
2016-02-18,Skandia Afp - Accai S.A.,25810.33
2016-02-18,"""Colfondos S.A."" Y ""Colfondos""",32619.06
2016-02-19,"""Proteccion""",37495.63
2016-02-19,"""Porvenir""",33505.51
2016-02-19,Skandia Afp - Accai S.A.,25814.66
2016-02-19,"""Colfondos S.A."" Y ""Colfondos""",32640.16
2016-02-20,"""Proteccion""",37498.79
2016-02-20,"""Porvenir""",33510.04
2016-02-20,Skandia Afp - Accai S.A.,25818.09
2016-02-20,"""Colfondos S.A."" Y ""Colfondos""",32644.17
2016-02-21,"""Proteccion""",37504.33
2016-02-21,"""Porvenir""",33514.52
2016-02-21,Skandia Afp - Accai S.A.,25821.49
2016-02-21,"""Colfondos S.A."" Y ""Colfondos""",32648.71
2016-02-22,"""Proteccion""",37661.66
2016-02-22,"""Porvenir""",33642.15
2016-02-22,Skandia Afp - Accai S.A.,25931.74
2016-02-22,"""Colfondos S.A."" Y ""Colfondos""",32749.44
2016-02-23,"""Proteccion""",37432.63
2016-02-23,"""Porvenir""",33422.1
2016-02-23,Skandia Afp - Accai S.A.,25785.03
2016-02-23,"""Colfondos S.A."" Y ""Colfondos""",32571.15
2016-02-24,"""Proteccion""",37387.47
2016-02-24,"""Porvenir""",33381.62
2016-02-24,Skandia Afp - Accai S.A.,25767.98
2016-02-24,"""Colfondos S.A."" Y ""Colfondos""",32528.24
2016-02-25,"""Proteccion""",37603.66
2016-02-25,"""Porvenir""",33563.54
2016-02-25,Skandia Afp - Accai S.A.,25939.73
2016-02-25,"""Colfondos S.A."" Y ""Colfondos""",32709.17
2016-02-26,"""Proteccion""",37672.09
2016-02-26,"""Porvenir""",33636.86
2016-02-26,Skandia Afp - Accai S.A.,25994.6
2016-02-26,"""Colfondos S.A."" Y ""Colfondos""",32783.25
2016-02-27,"""Proteccion""",37676.02
2016-02-27,"""Porvenir""",33641.14
2016-02-27,Skandia Afp - Accai S.A.,25997.93
2016-02-27,"""Colfondos S.A."" Y ""Colfondos""",32787.96
2016-02-28,"""Proteccion""",37682.51
2016-02-28,"""Porvenir""",33645.41
2016-02-28,Skandia Afp - Accai S.A.,26001.27
2016-02-28,"""Colfondos S.A."" Y ""Colfondos""",32792.02
2016-02-29,"""Proteccion""",37650.13
2016-02-29,"""Porvenir""",33637.57
2016-02-29,Skandia Afp - Accai S.A.,25948.64
2016-02-29,"""Colfondos S.A."" Y ""Colfondos""",32759.81
2016-03-01,"""Proteccion""",37978.56
2016-03-01,"""Porvenir""",33950.8
2016-03-01,Skandia Afp - Accai S.A.,26222.12
2016-03-01,"""Colfondos S.A."" Y ""Colfondos""",33058.57
2016-03-02,"""Proteccion""",38224.49
2016-03-02,"""Porvenir""",34130.61
2016-03-02,Skandia Afp - Accai S.A.,26397.23
2016-03-02,"""Colfondos S.A."" Y ""Colfondos""",33267.09
2016-03-03,"""Proteccion""",38443.71
2016-03-03,"""Porvenir""",34345.14
2016-03-03,Skandia Afp - Accai S.A.,26594.17
2016-03-03,"""Colfondos S.A."" Y ""Colfondos""",33535.07
2016-03-04,"""Proteccion""",38452.91
2016-03-04,"""Porvenir""",34371.53
2016-03-04,Skandia Afp - Accai S.A.,26608.54
2016-03-04,"""Colfondos S.A."" Y ""Colfondos""",33549.33
2016-03-05,"""Proteccion""",38455.63
2016-03-05,"""Porvenir""",34375.67
2016-03-05,Skandia Afp - Accai S.A.,26611.82
2016-03-05,"""Colfondos S.A."" Y ""Colfondos""",33553.79
2016-03-06,"""Proteccion""",38461.77
2016-03-06,"""Porvenir""",34379.73
2016-03-06,Skandia Afp - Accai S.A.,26615.11
2016-03-06,"""Colfondos S.A."" Y ""Colfondos""",33558.14
2016-03-07,"""Proteccion""",38494.52
2016-03-07,"""Porvenir""",34384.4
2016-03-07,Skandia Afp - Accai S.A.,26671.76
2016-03-07,"""Colfondos S.A."" Y ""Colfondos""",33629.95
2016-03-08,"""Proteccion""",38313.88
2016-03-08,"""Porvenir""",34213.4
2016-03-08,Skandia Afp - Accai S.A.,26533.31
2016-03-08,"""Colfondos S.A."" Y ""Colfondos""",33493.79
2016-03-09,"""Proteccion""",38431.65
2016-03-09,"""Porvenir""",34350.26
2016-03-09,Skandia Afp - Accai S.A.,26648.43
2016-03-09,"""Colfondos S.A."" Y ""Colfondos""",33596.34
2016-03-10,"""Proteccion""",38619.0
2016-03-10,"""Porvenir""",34491.39
2016-03-10,Skandia Afp - Accai S.A.,26748.77
2016-03-10,"""Colfondos S.A."" Y ""Colfondos""",33695.88
2016-03-11,"""Proteccion""",38797.19
2016-03-11,"""Porvenir""",34675.1
2016-03-11,Skandia Afp - Accai S.A.,26993.51
2016-03-11,"""Colfondos S.A."" Y ""Colfondos""",33947.0
2016-03-12,"""Proteccion""",38802.74
2016-03-12,"""Porvenir""",34679.07
2016-03-12,Skandia Afp - Accai S.A.,26996.6
2016-03-12,"""Colfondos S.A."" Y ""Colfondos""",33951.37
2016-03-13,"""Proteccion""",38805.36
2016-03-13,"""Porvenir""",34683.06
2016-03-13,Skandia Afp - Accai S.A.,26999.72
2016-03-13,"""Colfondos S.A."" Y ""Colfondos""",33956.14
2016-03-14,"""Proteccion""",38800.83
2016-03-14,"""Porvenir""",34689.93
2016-03-14,Skandia Afp - Accai S.A.,26989.42
2016-03-14,"""Colfondos S.A."" Y ""Colfondos""",33985.44
2016-03-15,"""Proteccion""",38563.13
2016-03-15,"""Porvenir""",34504.54
2016-03-15,Skandia Afp - Accai S.A.,26848.92
2016-03-15,"""Colfondos S.A."" Y ""Colfondos""",33841.92
2016-03-16,"""Proteccion""",38650.22
2016-03-16,"""Porvenir""",34531.74
2016-03-16,Skandia Afp - Accai S.A.,26917.61
2016-03-16,"""Colfondos S.A."" Y ""Colfondos""",33904.81
2016-03-17,"""Proteccion""",38580.45
2016-03-17,"""Porvenir""",34485.27
2016-03-17,Skandia Afp - Accai S.A.,26975.44
2016-03-17,"""Colfondos S.A."" Y ""Colfondos""",33922.75
2016-03-18,"""Proteccion""",38687.25
2016-03-18,"""Porvenir""",34610.33
2016-03-18,Skandia Afp - Accai S.A.,27075.1
2016-03-18,"""Colfondos S.A."" Y ""Colfondos""",34031.41
2016-03-19,"""Proteccion""",38692.07
2016-03-19,"""Porvenir""",34614.47
2016-03-19,Skandia Afp - Accai S.A.,27078.34
2016-03-19,"""Colfondos S.A."" Y ""Colfondos""",34036.06
2016-03-20,"""Proteccion""",38695.78
2016-03-20,"""Porvenir""",34618.63
2016-03-20,Skandia Afp - Accai S.A.,27081.59
2016-03-20,"""Colfondos S.A."" Y ""Colfondos""",34040.59
2016-03-21,"""Proteccion""",38702.21
2016-03-21,"""Porvenir""",34622.75
2016-03-21,Skandia Afp - Accai S.A.,27084.84
2016-03-21,"""Colfondos S.A."" Y ""Colfondos""",34044.83
2016-03-22,"""Proteccion""",38788.82
2016-03-22,"""Porvenir""",34690.7
2016-03-22,Skandia Afp - Accai S.A.,27149.43
2016-03-22,"""Colfondos S.A."" Y ""Colfondos""",34120.41
2016-03-23,"""Proteccion""",38828.77
2016-03-23,"""Porvenir""",34678.59
2016-03-23,Skandia Afp - Accai S.A.,27120.7
2016-03-23,"""Colfondos S.A."" Y ""Colfondos""",34122.51
2016-03-24,"""Proteccion""",38834.92
2016-03-24,"""Porvenir""",34682.8
2016-03-24,Skandia Afp - Accai S.A.,27124.06
2016-03-24,"""Colfondos S.A."" Y ""Colfondos""",34126.88
2016-03-25,"""Proteccion""",38839.35
2016-03-25,"""Porvenir""",34686.99
2016-03-25,Skandia Afp - Accai S.A.,27127.41
2016-03-25,"""Colfondos S.A."" Y ""Colfondos""",34131.63
2016-03-26,"""Proteccion""",38842.89
2016-03-26,"""Porvenir""",34691.22
2016-03-26,Skandia Afp - Accai S.A.,27130.77
2016-03-26,"""Colfondos S.A."" Y ""Colfondos""",34136.09
2016-03-27,"""Proteccion""",38849.5
2016-03-27,"""Porvenir""",34695.42
2016-03-27,Skandia Afp - Accai S.A.,27133.97
2016-03-27,"""Colfondos S.A."" Y ""Colfondos""",34140.54
2016-03-28,"""Proteccion""",38682.88
2016-03-28,"""Porvenir""",34530.69
2016-03-28,Skandia Afp - Accai S.A.,27022.07
2016-03-28,"""Colfondos S.A."" Y ""Colfondos""",33968.09
2016-03-29,"""Proteccion""",38779.57
2016-03-29,"""Porvenir""",34633.85
2016-03-29,Skandia Afp - Accai S.A.,27053.73
2016-03-29,"""Colfondos S.A."" Y ""Colfondos""",34060.55
2016-03-30,"""Proteccion""",38931.11
2016-03-30,"""Porvenir""",34797.6
2016-03-30,Skandia Afp - Accai S.A.,27248.63
2016-03-30,"""Colfondos S.A."" Y ""Colfondos""",34228.32
2016-03-31,"""Proteccion""",38931.79
2016-03-31,"""Porvenir""",34812.39
2016-03-31,Skandia Afp - Accai S.A.,27290.84
2016-03-31,"""Colfondos S.A."" Y ""Colfondos""",34273.43
2016-04-01,"""Proteccion""",38801.49
2016-04-01,"""Porvenir""",34716.94
2016-04-01,Skandia Afp - Accai S.A.,27236.48
2016-04-01,"""Colfondos S.A."" Y ""Colfondos""",34188.98
2016-04-02,"""Proteccion""",38805.33
2016-04-02,"""Porvenir""",34720.93
2016-04-02,Skandia Afp - Accai S.A.,27239.6
2016-04-02,"""Colfondos S.A."" Y ""Colfondos""",34193.35
2016-04-03,"""Proteccion""",38811.02
2016-04-03,"""Porvenir""",34724.93
2016-04-03,Skandia Afp - Accai S.A.,27242.74
2016-04-03,"""Colfondos S.A."" Y ""Colfondos""",34197.46
2016-04-04,"""Proteccion""",38928.06
2016-04-04,"""Porvenir""",34781.93
2016-04-04,Skandia Afp - Accai S.A.,27256.16
2016-04-04,"""Colfondos S.A."" Y ""Colfondos""",34224.62
2016-04-05,"""Proteccion""",38514.23
2016-04-05,"""Porvenir""",34437.57
2016-04-05,Skandia Afp - Accai S.A.,26965.26
2016-04-05,"""Colfondos S.A."" Y ""Colfondos""",33868.21
2016-04-06,"""Proteccion""",38726.03
2016-04-06,"""Porvenir""",34593.9
2016-04-06,Skandia Afp - Accai S.A.,27136.48
2016-04-06,"""Colfondos S.A."" Y ""Colfondos""",34016.01
2016-04-07,"""Proteccion""",38518.41
2016-04-07,"""Porvenir""",34416.53
2016-04-07,Skandia Afp - Accai S.A.,26977.36
2016-04-07,"""Colfondos S.A."" Y ""Colfondos""",33827.31
2016-04-08,"""Proteccion""",38754.61
2016-04-08,"""Porvenir""",34619.62
2016-04-08,Skandia Afp - Accai S.A.,27156.0
2016-04-08,"""Colfondos S.A."" Y ""Colfondos""",34055.0
2016-04-09,"""Proteccion""",38758.4
2016-04-09,"""Porvenir""",34613.4
2016-04-09,Skandia Afp - Accai S.A.,27159.37
2016-04-09,"""Colfondos S.A."" Y ""Colfondos""",34059.52
2016-04-10,"""Proteccion""",38765.33
2016-04-10,"""Porvenir""",34617.76
2016-04-10,Skandia Afp - Accai S.A.,27162.76
2016-04-10,"""Colfondos S.A."" Y ""Colfondos""",34063.54
2016-04-11,"""Proteccion""",38818.16
2016-04-11,"""Porvenir""",34694.82
2016-04-11,Skandia Afp - Accai S.A.,27240.33
2016-04-11,"""Colfondos S.A."" Y ""Colfondos""",34120.58
2016-04-12,"""Proteccion""",39143.01
2016-04-12,"""Porvenir""",34984.63
2016-04-12,Skandia Afp - Accai S.A.,27482.66
2016-04-12,"""Colfondos S.A."" Y ""Colfondos""",34397.64
2016-04-13,"""Proteccion""",39474.26
2016-04-13,"""Porvenir""",35236.3
2016-04-13,Skandia Afp - Accai S.A.,27635.27
2016-04-13,"""Colfondos S.A."" Y ""Colfondos""",34646.36
2016-04-14,"""Proteccion""",39494.63
2016-04-14,"""Porvenir""",35256.1
2016-04-14,Skandia Afp - Accai S.A.,27644.58
2016-04-14,"""Colfondos S.A."" Y ""Colfondos""",34699.07
2016-04-15,"""Proteccion""",39377.93
2016-04-15,"""Porvenir""",35158.04
2016-04-15,Skandia Afp - Accai S.A.,27596.3
2016-04-15,"""Colfondos S.A."" Y ""Colfondos""",34617.1
2016-04-16,"""Proteccion""",39381.95
2016-04-16,"""Porvenir""",35161.82
2016-04-16,Skandia Afp - Accai S.A.,27599.46
2016-04-16,"""Colfondos S.A."" Y ""Colfondos""",34620.69
2016-04-17,"""Proteccion""",39387.63
2016-04-17,"""Porvenir""",35165.64
2016-04-17,Skandia Afp - Accai S.A.,27602.63
2016-04-17,"""Colfondos S.A."" Y ""Colfondos""",34624.41
2016-04-18,"""Proteccion""",39441.43
2016-04-18,"""Porvenir""",35229.61
2016-04-18,Skandia Afp - Accai S.A.,27684.28
2016-04-18,"""Colfondos S.A."" Y ""Colfondos""",34667.4
2016-04-19,"""Proteccion""",39640.73
2016-04-19,"""Porvenir""",35346.08
2016-04-19,Skandia Afp - Accai S.A.,27768.3
2016-04-19,"""Colfondos S.A."" Y ""Colfondos""",34814.4
2016-04-20,"""Proteccion""",39671.94
2016-04-20,"""Porvenir""",35392.33
2016-04-20,Skandia Afp - Accai S.A.,27820.64
2016-04-20,"""Colfondos S.A."" Y ""Colfondos""",34908.89
2016-04-21,"""Proteccion""",39660.87
2016-04-21,"""Porvenir""",35401.58
2016-04-21,Skandia Afp - Accai S.A.,27812.14
2016-04-21,"""Colfondos S.A."" Y ""Colfondos""",34935.38
2016-04-22,"""Proteccion""",39707.65
2016-04-22,"""Porvenir""",35443.98
2016-04-22,Skandia Afp - Accai S.A.,27817.35
2016-04-22,"""Colfondos S.A."" Y ""Colfondos""",34962.81
2016-04-23,"""Proteccion""",39712.89
2016-04-23,"""Porvenir""",35448.16
2016-04-23,Skandia Afp - Accai S.A.,27820.57
2016-04-23,"""Colfondos S.A."" Y ""Colfondos""",34966.97
2016-04-24,"""Proteccion""",39717.14
2016-04-24,"""Porvenir""",35452.28
2016-04-24,Skandia Afp - Accai S.A.,27823.79
2016-04-24,"""Colfondos S.A."" Y ""Colfondos""",34971.66
2016-04-25,"""Proteccion""",39564.78
2016-04-25,"""Porvenir""",35320.81
2016-04-25,Skandia Afp - Accai S.A.,27713.04
2016-04-25,"""Colfondos S.A."" Y ""Colfondos""",34827.27
2016-04-26,"""Proteccion""",39605.52
2016-04-26,"""Porvenir""",35336.48
2016-04-26,Skandia Afp - Accai S.A.,27756.89
2016-04-26,"""Colfondos S.A."" Y ""Colfondos""",34849.88
2016-04-27,"""Proteccion""",39612.85
2016-04-27,"""Porvenir""",35356.21
2016-04-27,Skandia Afp - Accai S.A.,27769.55
2016-04-27,"""Colfondos S.A."" Y ""Colfondos""",34862.82
2016-04-28,"""Proteccion""",39278.43
2016-04-28,"""Porvenir""",35047.58
2016-04-28,Skandia Afp - Accai S.A.,27588.18
2016-04-28,"""Colfondos S.A."" Y ""Colfondos""",34608.41
2016-04-29,"""Proteccion""",38956.71
2016-04-29,"""Porvenir""",34775.31
2016-04-29,Skandia Afp - Accai S.A.,27394.1
2016-04-29,"""Colfondos S.A."" Y ""Colfondos""",34339.41
2016-04-30,"""Proteccion""",38959.64
2016-04-30,"""Porvenir""",34779.56
2016-04-30,Skandia Afp - Accai S.A.,27397.25
2016-04-30,"""Colfondos S.A."" Y ""Colfondos""",34343.36
2016-05-01,"""Proteccion""",38966.24
2016-05-01,"""Porvenir""",34783.8
2016-05-01,Skandia Afp - Accai S.A.,27400.4
2016-05-01,"""Colfondos S.A."" Y ""Colfondos""",34347.35
2016-05-02,"""Proteccion""",38906.57
2016-05-02,"""Porvenir""",34754.07
2016-05-02,Skandia Afp - Accai S.A.,27382.32
2016-05-02,"""Colfondos S.A."" Y ""Colfondos""",34336.54
2016-05-03,"""Proteccion""",38594.49
2016-05-03,"""Porvenir""",34496.89
2016-05-03,Skandia Afp - Accai S.A.,27187.79
2016-05-03,"""Colfondos S.A."" Y ""Colfondos""",34056.81
2016-05-04,"""Proteccion""",38513.84
2016-05-04,"""Porvenir""",34417.32
2016-05-04,Skandia Afp - Accai S.A.,27100.57
2016-05-04,"""Colfondos S.A."" Y ""Colfondos""",33963.92
2016-05-05,"""Proteccion""",38419.52
2016-05-05,"""Porvenir""",34331.62
2016-05-05,Skandia Afp - Accai S.A.,26999.79
2016-05-05,"""Colfondos S.A."" Y ""Colfondos""",33864.26
2016-05-06,"""Proteccion""",38472.74
2016-05-06,"""Porvenir""",34401.76
2016-05-06,Skandia Afp - Accai S.A.,27055.08
2016-05-06,"""Colfondos S.A."" Y ""Colfondos""",33936.34
2016-05-07,"""Proteccion""",38477.3
2016-05-07,"""Porvenir""",34406.75
2016-05-07,Skandia Afp - Accai S.A.,27058.27
2016-05-07,"""Colfondos S.A."" Y ""Colfondos""",33940.56
2016-05-08,"""Proteccion""",38481.62
2016-05-08,"""Porvenir""",34411.34
2016-05-08,Skandia Afp - Accai S.A.,27061.46
2016-05-08,"""Colfondos S.A."" Y ""Colfondos""",33944.73
2016-05-09,"""Proteccion""",38487.49
2016-05-09,"""Porvenir""",34415.93
2016-05-09,Skandia Afp - Accai S.A.,27064.64
2016-05-09,"""Colfondos S.A."" Y ""Colfondos""",33948.9
2016-05-10,"""Proteccion""",39095.28
2016-05-10,"""Porvenir""",34942.6
2016-05-10,Skandia Afp - Accai S.A.,27365.2
2016-05-10,"""Colfondos S.A."" Y ""Colfondos""",34436.52
2016-05-11,"""Proteccion""",39059.93
2016-05-11,"""Porvenir""",34907.58
2016-05-11,Skandia Afp - Accai S.A.,27356.7
2016-05-11,"""Colfondos S.A."" Y ""Colfondos""",34418.48
2016-05-12,"""Proteccion""",39150.48
2016-05-12,"""Porvenir""",34994.95
2016-05-12,Skandia Afp - Accai S.A.,27495.56
