,0
filas_finales,89238
columnas_finales,10
memoria_mb,11.344029426574707
fecha_limpieza,2025-10-14 22:04:21
duplicados_exactos,0
duplicados_nombre_entidad_nombre_fondo_fecha,0
outliers_valor_unidad_total,2597
outliers_valor_unidad_pct,2.9101952083193257
